,شهر,تاريخ الاتصال,تاريخ طلب الاوردر,كود العميل,جوده المنتج - التغليف,خدمه متلقي الاوردر,وصول الاوردر بالميعاد المحدد,الخدمه مرضيه بشكل عام,ارتداء الطيار الكمامة,نوع المكالمة,ملاحظات العميل
2887,مايو,45050,45049,524246.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2888,مايو,45050,45049,528058.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2889,مايو,45050,45049,604337.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2890,مايو,45050,45049,604608.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2891,مايو,45050,45049,613004.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2892,مايو,45050,45049,613322.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2893,مايو,45050,45049,615717.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم بتسوية السمك 
2894,مايو,45050,45049,619186.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2895,مايو,45050,45049,624522.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2896,مايو,45050,45049,624998.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2897,مايو,45050,45049,626213.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2898,مايو,45050,45049,628062.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2899,مايو,45050,45049,628552.0,3,4,4,4,3,شكوي,سمك سالمون مهرى و  جودته سيئه 
2900,مايو,45050,45049,789125.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2901,مايو,45050,45049,834555.0,5,5,5,5,3,شكوي,غير راضى عن ارتفاع سعر السمك البورى ل 180 جنية 
2902,مايو,45051,45050,507167.0,5,5,5,5,3,شكوي,غير راضى عن ارتفاع اسعار السمك وبشكل مبالغ فيه  
2903,مايو,45051,45050,507428.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2904,مايو,45051,45050,508696.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2905,مايو,45051,45050,509917.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2906,مايو,45051,45050,510683.0,5,5,5,5,3,شكوي,ارتفاع اسعار السمك مقارنه بمحلات اسماك الصفوة بالرحاب 
2907,مايو,45051,45050,512753.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2908,مايو,45051,45050,514429.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2909,مايو,45051,45050,514468.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2910,مايو,45051,45050,515025.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2911,مايو,45051,45050,521080.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم بتسوية السمك 
2912,مايو,45051,45050,527178.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2913,مايو,45051,45050,608404.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2914,مايو,45051,45050,616304.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2915,مايو,45051,45050,622863.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2916,مايو,45051,45050,631376.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2917,مايو,45051,45050,632260.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2918,مايو,45051,45050,837622.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2919,مايو,45052,45051,508113.0,5,5,5,5,3,شكوي, ارتفاع  اسعار  قسم  الاسماك  وعدم تواجد  انواع للجمبرى
2920,مايو,45052,45051,509981.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2921,مايو,45052,45051,513353.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2922,مايو,45052,45051,513721.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2923,مايو,45052,45051,515883.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2924,مايو,45052,45051,516471.0,5,5,5,5,3,شكوي,مدة التسوية ساعة ونصف
2925,مايو,45052,45051,516496.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2926,مايو,45052,45051,517295.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2927,مايو,45052,45051,518624.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2928,مايو,45052,45051,520561.0,3,5,5,5,3,شكوي,  سمك دينيس  غير  فريش
2929,مايو,45052,45051,520594.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2930,مايو,45052,45051,525616.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2931,مايو,45052,45051,527107.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2932,مايو,45052,45051,611247.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2933,مايو,45052,45051,613449.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2934,مايو,45052,45051,620033.0,3,5,3,5,3,شكوي,  سمك  البلطى شوى  ردة  تم  تنشيفه شبه  محروق   وبه رائحة  زفارة  لعدم  التنظيف الجيد  قبل  التسوية
2935,مايو,45052,45051,624743.0,5,5,5,5,3,شكوي,عدم تنوع  الاسماك  عدم توافر  القاروص
2936,مايو,45052,45051,625150.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2937,مايو,45052,45051,625353.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2938,مايو,45052,45051,834555.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2939,مايو,45052,45051,835125.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2940,مايو,45053,45052,510929.0,5,5,5,5,3,شكوي,ارتفاع  اسعار  قسم  الاسماك
2941,مايو,45053,45052,512861.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2942,مايو,45053,45052,515851.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2943,مايو,45053,45052,515966.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2944,مايو,45053,45052,518845.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2945,مايو,45053,45052,520961.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2946,مايو,45053,45052,520962.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2947,مايو,45053,45052,523322.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2948,مايو,45053,45052,523421.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2949,مايو,45053,45052,524299.0,5,5,5,5,5,شكر,  الخدمة ممتازة   العميل  لم  يقم بالتسوية بعد
2950,مايو,45053,45052,600631.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2951,مايو,45053,45052,600757.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2952,مايو,45053,45052,603165.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2953,مايو,45053,45052,603728.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2954,مايو,45053,45052,613508.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2955,مايو,45053,45052,619229.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2956,مايو,45053,45052,623292.0,4,4,4,4,4,شكر,تم  نسيان البون كاملا فى عربة التسوق بون45/15/250/050523 
2957,مايو,45053,45052,629498.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2958,مايو,45053,45052,630051.0,5,5,5,5,3,شكوي,  مدة  التسوية استغرقت ساعة ونصف 
2959,مايو,45053,45052,631520.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2960,مايو,45053,45052,818324.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2961,مايو,45054,45053,509037.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2962,مايو,45054,45053,510813.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2963,مايو,45054,45053,511511.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2964,مايو,45054,45053,513883.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2965,مايو,45054,45053,515610.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2966,مايو,45054,45053,516729.0,5,5,5,3,3,شكوي,رفض  مسؤول  القسم  تنظيف    الاسماك  6  سمكات  بلطى  بحجة انه لا  يوجد مسؤول  للتنظيف الساعة العاشرة  مساءا وعند  ظهور  مسؤول  اخر  فى القسم  ابلغ العميل  التنظيف  بعد  ساعة  ونصف  فنصرف العميل  دون تنظيف  السمك
2967,مايو,45054,45053,518693.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2968,مايو,45054,45053,523246.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2969,مايو,45054,45053,523422.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2970,مايو,45054,45053,527541.0,5,5,5,5,5,شكر,  الخدمة  ممتازة   العميل لم  يقم بالتسوية  بعد
2971,مايو,45054,45053,601071.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2972,مايو,45054,45053,610782.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2973,مايو,45054,45053,611279.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2974,مايو,45054,45053,611764.0,5,5,5,5,5,شكر,  الخدمة  ممتازة    العميل  لم  يقم  بالتسوية  بعد
2975,مايو,45054,45053,614160.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2976,مايو,45054,45053,619182.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2977,مايو,45054,45053,623968.0,5,5,5,5,3,شكوي,  ارتفاع  اسعار  قسم  الاسماك
2978,مايو,45054,45053,627459.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2979,مايو,45054,45053,627799.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2980,مايو,45054,45053,629400.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2981,مايو,45054,45053,631840.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2982,مايو,45054,45053,633799.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2983,مايو,45054,45053,837345.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  
2984,مايو,45055,45054,507642.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2985,مايو,45055,45054,507701.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2986,مايو,45055,45054,507912.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2987,مايو,45055,45054,507972.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2988,مايو,45055,45054,508446.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2989,مايو,45055,45054,511058.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2990,مايو,45055,45054,511237.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2991,مايو,45055,45054,512049.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2992,مايو,45055,45054,513641.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2993,مايو,45055,45054,514141.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2994,مايو,45055,45054,514733.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2995,مايو,45055,45054,515745.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2996,مايو,45055,45054,519038.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2997,مايو,45055,45054,520084.0,5,5,5,3,3,شكوي,قلة موظفين القسم والازدحام 
2998,مايو,45055,45054,520882.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2999,مايو,45055,45054,521779.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3000,مايو,45055,45054,522511.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3001,مايو,45055,45054,527743.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3002,مايو,45055,45054,609063.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3003,مايو,45055,45054,611800.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3004,مايو,45055,45054,612453.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3005,مايو,45055,45054,615524.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3006,مايو,45055,45054,616562.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم بتسوية السمك 
3007,مايو,45055,45054,618057.0,5,5,5,5,5,اقتراح, اقتراح طريقة   تتبيلة جديدة  للجمبرى وعمل طاجن جمبري بالكريمة والخضرة
3008,مايو,45055,45054,618531.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم بتسوية السمك 
3009,مايو,45055,45054,618779.0,4,4,4,2,2,شكوي, يشكو سوء معاملة موظف القسم واسلوبة سئ جدا مع العميل  ويشكو ارتفاع اسعار السمك  303/15/250/080523
3010,مايو,45055,45054,835044.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3011,مايو,45056,45055,229545.0,3,4,4,4,3,شكوي,سمك بربون غير طازج وسئ
3012,مايو,45056,45055,507121.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3013,مايو,45056,45055,508457.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3014,مايو,45056,45055,509035.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3015,مايو,45056,45055,510172.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3016,مايو,45056,45055,511182.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3017,مايو,45056,45055,513946.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3018,مايو,45056,45055,515332.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3019,مايو,45056,45055,520274.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3020,مايو,45056,45055,520564.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3021,مايو,45056,45055,521233.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3022,مايو,45056,45055,523246.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3023,مايو,45056,45055,523322.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3024,مايو,45056,45055,524445.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3025,مايو,45056,45055,524919.0,2,4,4,2,4,شكوي,سمك ماكريل حجمه صغير جدا والتتبيلة طعمها سئ 
3026,مايو,45056,45055,526491.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3027,مايو,45056,45055,530224.0,5,5,5,3,3,شكوي,غير راضى عن طول وقت انتظار تنظيف الجمبرى اكثر من نصف ساعة 
3028,مايو,45056,45055,611869.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3029,مايو,45056,45055,619726.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3030,مايو,45056,45055,623676.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3031,مايو,45057,45056,507731.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3032,مايو,45057,45056,508724.0,3,4,4,4,3,شكوي,الكابوريا سيئه جدا 
3033,مايو,45057,45056,508859.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3034,مايو,45057,45056,508860.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3035,مايو,45057,45056,509701.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3036,مايو,45057,45056,510505.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3037,مايو,45057,45056,512054.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3038,مايو,45057,45056,513129.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3039,مايو,45057,45056,514552.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3040,مايو,45057,45056,515440.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3041,مايو,45057,45056,516015.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3042,مايو,45057,45056,516507.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3043,مايو,45057,45056,521450.0,5,5,5,5,3,شكوي,سمك لوت لم يتم تنظيفه جيدا 
3044,مايو,45057,45056,522774.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3045,مايو,45057,45056,524116.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3046,مايو,45057,45056,524978.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3047,مايو,45057,45056,525827.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3048,مايو,45057,45056,604337.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3049,مايو,45057,45056,604365.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3050,مايو,45057,45056,606560.0,3,4,4,3,4,شكوي,الجمبرى رائحته سيئه جدا   
3051,مايو,45057,45056,618496.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3052,مايو,45057,45056,624468.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3053,مايو,45057,45056,630357.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3054,مايو,45057,45056,836224.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3055,مايو,45057,45056,837040.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3056,مايو,45058,45057,508062.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3057,مايو,45058,45057,508362.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3058,مايو,45058,45057,508417.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  .. لم يقوم بتسوية السمك 
3059,مايو,45058,45057,508737.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3060,مايو,45058,45057,511839.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3061,مايو,45058,45057,512305.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3062,مايو,45058,45057,513339.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3063,مايو,45058,45057,514512.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3064,مايو,45058,45057,514730.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3065,مايو,45058,45057,518425.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3066,مايو,45058,45057,518788.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم بتسوية السمك 
3067,مايو,45058,45057,520003.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3068,مايو,45058,45057,524416.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3069,مايو,45058,45057,603701.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3070,مايو,45058,45057,606211.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3071,مايو,45058,45057,606639.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3072,مايو,45058,45057,607922.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3073,مايو,45058,45057,612503.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3074,مايو,45058,45057,615417.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3075,مايو,45058,45057,615498.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3076,مايو,45058,45057,616317.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3077,مايو,45058,45057,617095.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
3078,مايو,45059,45058,406019.0,5,5,5,3,3,شكوي,  تنظيف  سمك البلطى  2ك عشر  سمكات استغرق  التنظيف  ساعة
3079,مايو,45059,45058,507753.0,5,5,5,5,3,شكوي,تنظيف  1.500  بلطى  و0.500  بربون استغرق  ساعة  
3080,مايو,45059,45058,508651.0,3,5,5,3,3,شكوي,  سمك البورى السنجارى وسمك البلطى   السنجارى   التتبيلة  ضعيفة  واستلام  الاوردر  بارد  وسمك  البلطى  غير  فريش
